Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","004","Afghanistan","5110","Area","6600","Country area","2021","2021","1000 ha","65286","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6601","Land area","2021","2021","1000 ha","65223","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6602","Agriculture","2021","2021","1000 ha","38313","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6610","Agricultural land","2021","2021","1000 ha","38313","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6620","Cropland","2021","2021","1000 ha","8051","I","Imputed value"
"RL","Land Use","004","Afghanistan","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.2008","E","Estimated value"
"RL","Land Use","004","Afghanistan","5110","Area","6621","Arable land","2021","2021","1000 ha","7829","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6630","Temporary crops","2021","2021","1000 ha","3834","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","3995","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6650","Permanent crops","2021","2021","1000 ha","222","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","30262","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","30262","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6646","Forest land","2021","2021","1000 ha","1208.44","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","1208.44","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6716","Planted Forest","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6670","Other land","2021","2021","1000 ha","25701.56","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6680","Inland waters","2021","2021","1000 ha","63","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","3208","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","2493","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","0.0977","I","Imputed value"
"RL","Land Use","004","Afghanistan","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","0.0938","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6600","Country area","2021","2021","1000 ha","2875","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6601","Land area","2021","2021","1000 ha","2740","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6602","Agriculture","2021","2021","1000 ha","1136.33","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6610","Agricultural land","2021","2021","1000 ha","1136.33","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6620","Cropland","2021","2021","1000 ha","687.53","A","Official figure"
"RL","Land Use","008","Albania","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.2408","E","Estimated value"
"RL","Land Use","008","Albania","5110","Area","6621","Arable land","2021","2021","1000 ha","599.9","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6630","Temporary crops","2021","2021","1000 ha","200.9","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","219.7","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","179.3","X","Figure from international organizations"
"RL","Land Use","008","Albania","5110","Area","6650","Permanent crops","2021","2021","1000 ha","87.63","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","448.8","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6646","Forest land","2021","2021","1000 ha","788.9","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","711.6837","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6716","Planted Forest","2021","2021","1000 ha","70.39","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6670","Other land","2021","2021","1000 ha","814.77","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6680","Inland waters","2021","2021","1000 ha","33","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6773","Coastal waters","2021","2021","1000 ha","102","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","361.18","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6616","Land area actually irrigated","2021","2021","1000 ha","244.7","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","188","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6694","Cropland area actually irrigated","2021","2021","1000 ha","188","I","Imputed value"
"RL","Land Use","008","Albania","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","1.1","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","0.9","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","1.1","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","0.9","A","Official figure"
"RL","Land Use","008","Albania","5110","Area","6774","Cropland area under protective cover","2021","2021","1000 ha","1.88","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6600","Country area","2021","2021","1000 ha","238174.1","A","Official figure"
"RL","Land Use","012","Algeria","5110","Area","6601","Land area","2021","2021","1000 ha","238174.1","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6602","Agriculture","2021","2021","1000 ha","41316.071","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6610","Agricultural land","2021","2021","1000 ha","41316.071","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6620","Cropland","2021","2021","1000 ha","8509.571","I","Imputed value"
"RL","Land Use","012","Algeria","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1926","E","Estimated value"
"RL","Land Use","012","Algeria","5110","Area","6621","Arable land","2021","2021","1000 ha","7530.6","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6630","Temporary crops","2021","2021","1000 ha","4682","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","2848.6","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6650","Permanent crops","2021","2021","1000 ha","978.971","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","32806.5","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6656","Perm. meadows & pastures - Cultivated","2021","2021","1000 ha","54","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","32752.5","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6646","Forest land","2021","2021","1000 ha","1958.3333","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","1396.6667","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6716","Planted Forest","2021","2021","1000 ha","561.6667","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6670","Other land","2021","2021","1000 ha","194899.6957","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","1382","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","0.77","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","0.77","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","0.77","I","Imputed value"
"RL","Land Use","012","Algeria","5110","Area","6669","Cropland area certified organic","2021","2021","1000 ha","0.77","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6600","Country area","2021","2021","1000 ha","20","A","Official figure"
"RL","Land Use","016","American Samoa","5110","Area","6601","Land area","2021","2021","1000 ha","20","A","Official figure"
"RL","Land Use","016","American Samoa","5110","Area","6602","Agriculture","2021","2021","1000 ha","2.9","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6610","Agricultural land","2021","2021","1000 ha","2.9","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6620","Cropland","2021","2021","1000 ha","2.9","I","Imputed value"
"RL","Land Use","016","American Samoa","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.0644","E","Estimated value"
"RL","Land Use","016","American Samoa","5110","Area","6621","Arable land","2021","2021","1000 ha","0.97","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6630","Temporary crops","2021","2021","1000 ha","0.7554","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0.1061","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","0.1085","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6650","Permanent crops","2021","2021","1000 ha","1.93","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6646","Forest land","2021","2021","1000 ha","17.1","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","17.1","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6716","Planted Forest","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","016","American Samoa","5110","Area","6670","Other land","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6600","Country area","2021","2021","1000 ha","47","A","Official figure"
"RL","Land Use","020","Andorra","5110","Area","6601","Land area","2021","2021","1000 ha","47","A","Official figure"
"RL","Land Use","020","Andorra","5110","Area","6602","Agriculture","2021","2021","1000 ha","18.7562","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6610","Agricultural land","2021","2021","1000 ha","18.7562","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6620","Cropland","2021","2021","1000 ha","0.7562","A","Official figure"
"RL","Land Use","020","Andorra","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.0096","E","Estimated value"
"RL","Land Use","020","Andorra","5110","Area","6621","Arable land","2021","2021","1000 ha","0.7476","A","Official figure"
"RL","Land Use","020","Andorra","5110","Area","6630","Temporary crops","2021","2021","1000 ha","0.2066","A","Official figure"
"RL","Land Use","020","Andorra","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0.4903","A","Official figure"
"RL","Land Use","020","Andorra","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","0.0506","A","Official figure"
"RL","Land Use","020","Andorra","5110","Area","6650","Permanent crops","2021","2021","1000 ha","0.0086","A","Official figure"
"RL","Land Use","020","Andorra","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","18","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6646","Forest land","2021","2021","1000 ha","16","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","16","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6716","Planted Forest","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6670","Other land","2021","2021","1000 ha","12.2438","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","0.15","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","0.002","I","Imputed value"
"RL","Land Use","020","Andorra","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","0.002","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6600","Country area","2021","2021","1000 ha","124670","A","Official figure"
"RL","Land Use","024","Angola","5110","Area","6601","Land area","2021","2021","1000 ha","124670","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6602","Agriculture","2021","2021","1000 ha","45897","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6610","Agricultural land","2021","2021","1000 ha","45897","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6620","Cropland","2021","2021","1000 ha","5690","I","Imputed value"
"RL","Land Use","024","Angola","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1649","E","Estimated value"
"RL","Land Use","024","Angola","5110","Area","6621","Arable land","2021","2021","1000 ha","5373","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6630","Temporary crops","2021","2021","1000 ha","4184.0186","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","587.9798","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","601.0016","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6650","Permanent crops","2021","2021","1000 ha","317","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","40207","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6646","Forest land","2021","2021","1000 ha","66052.3133","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","65251.8533","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6716","Planted Forest","2021","2021","1000 ha","800.4733","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6670","Other land","2021","2021","1000 ha","12720.6867","I","Imputed value"
"RL","Land Use","024","Angola","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","85.53","I","Imputed value"
"RL","Land Use","660","Anguilla","5110","Area","6600","Country area","2021","2021","1000 ha","9","A","Official figure"
"RL","Land Use","660","Anguilla","5110","Area","6601","Land area","2021","2021","1000 ha","9","A","Official figure"
"RL","Land Use","660","Anguilla","5110","Area","6646","Forest land","2021","2021","1000 ha","5.5","I","Imputed value"
"RL","Land Use","660","Anguilla","5110","Area","6670","Other land","2021","2021","1000 ha","3.5","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6600","Country area","2021","2021","1000 ha","44","A","Official figure"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6601","Land area","2021","2021","1000 ha","44","A","Official figure"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6602","Agriculture","2021","2021","1000 ha","9","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6610","Agricultural land","2021","2021","1000 ha","9","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2021","2021","1000 ha","5","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.0536","E","Estimated value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6621","Arable land","2021","2021","1000 ha","4","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6630","Temporary crops","2021","2021","1000 ha","3.1148","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0.4377","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","0.4474","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6650","Permanent crops","2021","2021","1000 ha","1","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","4","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6646","Forest land","2021","2021","1000 ha","8.0533","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6670","Other land","2021","2021","1000 ha","26.9467","I","Imputed value"
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","0.38","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6600","Country area","2021","2021","1000 ha","278040","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6601","Land area","2021","2021","1000 ha","273669","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2021","2021","1000 ha","117957.7597","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2021","2021","1000 ha","117957.7597","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2021","2021","1000 ha","43276.7597","I","Imputed value"
"RL","Land Use","032","Argentina","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.9558","E","Estimated value"
"RL","Land Use","032","Argentina","5110","Area","6621","Arable land","2021","2021","1000 ha","42208.7597","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6630","Temporary crops","2021","2021","1000 ha","36200","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","3744","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","2264.7597","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6650","Permanent crops","2021","2021","1000 ha","1068","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","74681","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6656","Perm. meadows & pastures - Cultivated","2021","2021","1000 ha","3661","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","71020","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6646","Forest land","2021","2021","1000 ha","28463.6667","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","26997.3333","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6716","Planted Forest","2021","2021","1000 ha","1466.3333","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6670","Other land","2021","2021","1000 ha","127247.5736","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6680","Inland waters","2021","2021","1000 ha","4371","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","2357","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","4074.8043","I","Imputed value"
"RL","Land Use","032","Argentina","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","3719.4688","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6600","Country area","2021","2021","1000 ha","2974","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6601","Land area","2021","2021","1000 ha","2847","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6602","Agriculture","2021","2021","1000 ha","2042.08","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6610","Agricultural land","2021","2021","1000 ha","1674.82","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6620","Cropland","2021","2021","1000 ha","503.72","A","Official figure"
"RL","Land Use","051","Armenia","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1805","E","Estimated value"
"RL","Land Use","051","Armenia","5110","Area","6621","Arable land","2021","2021","1000 ha","443.42","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6630","Temporary crops","2021","2021","1000 ha","227.154","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","216.266","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6650","Permanent crops","2021","2021","1000 ha","60.3","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","1171.1","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6656","Perm. meadows & pastures - Cultivated","2021","2021","1000 ha","121.23","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6659","Perm. meadows & pastures - Nat. growing","2021","2021","1000 ha","1049.87","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6649","Farm buildings and Farmyards","2021","2021","1000 ha","367.26","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6646","Forest land","2021","2021","1000 ha","328.26","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","310","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6716","Planted Forest","2021","2021","1000 ha","18.26","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6670","Other land","2021","2021","1000 ha","476.66","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6680","Inland waters","2021","2021","1000 ha","127","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","209.43","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","155.89","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6694","Cropland area actually irrigated","2021","2021","1000 ha","94","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6657","Perm. meadows & pastures area actually irrig.","2021","2021","1000 ha","1.5","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6695","Forestry area actually irrigated","2021","2021","1000 ha","0.4","A","Official figure"
"RL","Land Use","051","Armenia","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","0.5833","I","Imputed value"
"RL","Land Use","051","Armenia","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","0.2971","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6600","Country area","2021","2021","1000 ha","18","A","Official figure"
"RL","Land Use","533","Aruba","5110","Area","6601","Land area","2021","2021","1000 ha","18","A","Official figure"
"RL","Land Use","533","Aruba","5110","Area","6602","Agriculture","2021","2021","1000 ha","2","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6610","Agricultural land","2021","2021","1000 ha","2","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2021","2021","1000 ha","2","I","Imputed value"
"RL","Land Use","533","Aruba","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.0188","E","Estimated value"
"RL","Land Use","533","Aruba","5110","Area","6621","Arable land","2021","2021","1000 ha","2","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6630","Temporary crops","2021","2021","1000 ha","1.5574","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0.2189","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","0.2237","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6646","Forest land","2021","2021","1000 ha","0.42","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","0.42","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6716","Planted Forest","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","533","Aruba","5110","Area","6670","Other land","2021","2021","1000 ha","15.58","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6600","Country area","2021","2021","1000 ha","774122","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6601","Land area","2021","2021","1000 ha","769202","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6602","Agriculture","2021","2021","1000 ha","387265","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6610","Agricultural land","2021","2021","1000 ha","363519","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6620","Cropland","2021","2021","1000 ha","31650","A","Official figure"
"RL","Land Use","036","Australia","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","1.221","E","Estimated value"
"RL","Land Use","036","Australia","5110","Area","6621","Arable land","2021","2021","1000 ha","31265","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6630","Temporary crops","2021","2021","1000 ha","25712.3218","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6633","Temporary meadows and pastures","2021","2021","1000 ha","0","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6640","Temporary fallow","2021","2021","1000 ha","5552.6782","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6650","Permanent crops","2021","2021","1000 ha","385","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","331869","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6649","Farm buildings and Farmyards","2021","2021","1000 ha","133","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6646","Forest land","2021","2021","1000 ha","134005.1","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","131614.8","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6716","Planted Forest","2021","2021","1000 ha","2390.3","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6670","Other land","2021","2021","1000 ha","247931.9","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6680","Inland waters","2021","2021","1000 ha","4920","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6690","Land area equipped for irrigation","2021","2021","1000 ha","2546","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","1945","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6694","Cropland area actually irrigated","2021","2021","1000 ha","1239","A","Official figure"
"RL","Land Use","036","Australia","5110","Area","6671","Agriculture area under organic agric.","2021","2021","1000 ha","35687.799","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6672","Agriculture area certified organic","2021","2021","1000 ha","32954.529","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6668","Cropland area under organic agric.","2021","2021","1000 ha","1070.634","I","Imputed value"
"RL","Land Use","036","Australia","5110","Area","6681","Perm. meadows & pastures area under organic agric.","2021","2021","1000 ha","34617.165","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6600","Country area","2021","2021","1000 ha","8387.9","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6601","Land area","2021","2021","1000 ha","8252","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6602","Agriculture","2021","2021","1000 ha","2597.4594","I","Imputed value"
"RL","Land Use","040","Austria","5110","Area","6610","Agricultural land","2021","2021","1000 ha","2597.4594","I","Imputed value"
"RL","Land Use","040","Austria","5110","Area","6620","Cropland","2021","2021","1000 ha","1387.4794","A","Official figure"
"RL","Land Use","040","Austria","7277","Area per capita","6620","Cropland","2021","2021","ha/pc","0.1555","E","Estimated value"
"RL","Land Use","040","Austria","5110","Area","6621","Arable land","2021","2021","1000 ha","1319.7654","A","Official figure"
"RL","Land Use","040","Austria","5110","Area","6630","Temporary crops","2021","2021","1000 ha","1119.226","A","Official figure"
